1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1.19209e-07
11	1.19209e-07
12	1.19209e-07
13	0
14	1.19209e-07
15	0
16	0
17	0
18	2.38419e-07
19	1.78814e-07
20	1.19209e-07
21	0
22	2.38419e-07
23	1.78814e-07
24	1.19209e-07
25	1.19209e-07
26	3.57628e-07
27	2.38419e-07
28	1.78814e-07
29	1.19209e-07
30	3.57628e-07
31	4.76837e-07
32	0
33	4.76837e-07
34	4.76837e-07
35	0
36	3.57628e-07
37	1.78814e-07
38	2.38419e-07
39	0
40	4.17233e-07
41	4.17233e-07
42	5.96046e-07
43	2.38419e-07
44	3.57628e-07
45	0
46	1.78814e-07
47	5.96046e-08
48	4.17233e-07
49	2.98023e-07
50	4.17233e-07
51	0
52	4.76837e-07
53	5.36442e-07
54	4.17233e-07
55	2.98023e-07
56	2.98023e-07
57	3.57628e-07
58	5.36442e-07
59	5.96046e-07
60	2.98023e-07
61	4.76837e-07
62	7.15256e-07
63	0
64	0
65	0
66	7.15256e-07
67	5.96046e-07
68	7.15256e-07
69	1.78814e-07
70	9.53674e-07
71	4.76837e-07
72	3.57628e-07
73	3.57628e-07
74	3.57628e-07
75	6.55651e-07
76	4.76837e-07
77	2.38419e-07
78	1.07288e-06
79	5.96046e-07
80	6.55651e-07
81	4.76837e-07
82	6.55651e-07
83	5.36442e-07
84	8.34465e-07
85	0
86	3.57628e-07
87	9.53674e-07
88	6.55651e-07
89	1.78814e-07
90	1.3113e-06
91	0
92	1.78814e-07
93	6.55651e-07
94	5.96046e-08
95	4.76837e-07
96	7.15256e-07
97	0
98	3.57628e-07
99	7.15256e-07
100	6.55651e-07
101	2.38419e-07
102	1.43051e-06
103	1.07288e-06
104	9.53674e-07
105	0
106	8.34465e-07
107	1.13249e-06
108	1.07288e-06
109	1.13249e-06
110	5.96046e-07
111	4.76837e-07
112	1.19209e-06
113	3.57628e-07
114	1.3113e-06
115	7.15256e-07
116	8.34465e-07
117	0
118	9.53674e-07
119	0
120	5.96046e-07
121	8.34465e-07
122	8.34465e-07
123	8.34465e-07
124	8.34465e-07
125	5.96046e-07
126	1.78814e-06
127	4.17233e-07
128	0
129	3.57628e-07
130	1.90735e-06
