1	0
2	0
3	0
4	0
5	0
6	1.11022e-16
7	2.22045e-16
8	0
9	2.22045e-16
10	1.11022e-16
11	2.22045e-16
12	0
13	2.22045e-16
14	3.33067e-16
15	1.11022e-16
16	0
17	0
18	2.22045e-16
19	4.44089e-16
20	2.22045e-16
21	4.44089e-16
22	3.33067e-16
23	4.44089e-16
24	4.44089e-16
25	2.22045e-16
26	4.44089e-16
27	6.66134e-16
28	3.33067e-16
29	4.44089e-16
30	1.11022e-16
31	6.66134e-16
32	0
33	6.66134e-16
34	0
35	2.22045e-16
36	2.22045e-16
37	8.88178e-16
38	7.77156e-16
39	4.44089e-16
40	4.44089e-16
41	4.44089e-16
42	6.66134e-16
43	6.66134e-16
44	5.55112e-16
45	4.44089e-16
46	5.55112e-16
47	4.44089e-16
48	6.66134e-16
49	6.66134e-16
50	4.44089e-16
51	6.66134e-16
52	8.88178e-16
53	1.11022e-16
54	1.11022e-15
55	2.22045e-16
56	1.11022e-15
57	1.55431e-15
58	6.66134e-16
59	1.11022e-15
60	1.33227e-15
61	6.66134e-16
62	7.77156e-16
63	1.77636e-15
64	0
65	1.77636e-15
66	7.77156e-16
67	1.11022e-15
68	1.77636e-15
69	1.44329e-15
70	1.66533e-15
71	8.88178e-16
72	1.66533e-15
73	1.9984e-15
74	1.44329e-15
75	1.33227e-15
76	1.11022e-15
77	2.22045e-16
78	1.55431e-15
79	1.33227e-15
80	1.55431e-15
81	2.22045e-15
82	6.66134e-16
83	1.33227e-15
84	1.44329e-15
85	1.33227e-15
86	1.11022e-15
87	9.99201e-16
88	6.66134e-16
89	1.77636e-15
90	1.55431e-15
91	1.55431e-15
92	1.77636e-15
93	6.66134e-16
94	1.66533e-15
95	1.11022e-15
96	1.44329e-15
97	1.44329e-15
98	8.88178e-16
99	1.9984e-15
100	6.66134e-16
101	6.66134e-16
102	1.44329e-15
103	3.33067e-16
104	1.33227e-15
105	1.33227e-15
106	1.11022e-16
107	0
108	1.55431e-15
109	2.88658e-15
110	2.77556e-15
111	1.33227e-15
112	1.22125e-15
113	1.33227e-15
114	2.22045e-15
115	2.66454e-15
116	1.88738e-15
117	1.11022e-15
118	1.88738e-15
119	9.99201e-16
120	1.11022e-15
